#Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (*)
75.85775750291836,-0.7644639865668115,-8.17021480621433,-155.2445540866929
78.22279563860026,-0.7735374493493102,-9.017612135278544,-157.7916423590177
80.66156921766135,-0.7903355516864535,-9.808549958051177,-160.0752626370394
83.17637711026708,-0.8127451296581905,-10.55643081260319,-162.1707608702949
85.76958985908942,-0.8396612522411716,-11.2667575430897,-164.125236979977
88.44365191385998,-0.8709730488304743,-11.952064303403,-165.9682748215847
91.20108393559097,-0.9045018170697038,-12.61477987018414,-167.7237900490566
94.04448517263518,-0.9408902866538855,-13.26078534666753,-169.4231504322636
96.97653591082496,-0.9806032399472747,-13.8915139905985,-171.0523729397775
100,-1.021082873655949,-14.51242724130633,-172.6485580945932
103.1177274593055,-1.063596274603899,-15.12193616165717,-174.1975445403031
106.3326571637161,-1.108172857002685,-15.72598301373466,-175.724380487796
109.6478196143185,-1.153981027790293,-16.32182137923933,-177.2080859227843
113.0663397949639,-1.200445707381403,-16.91939116942547,-178.6777250910278
116.5914401179832,-1.247402091347426,-17.50797033943161,179.8767710406507
120.2264434617413,-1.295087109538757,-18.10083584584654,178.4420449917549
123.9747763028944,-1.345609975358444,-18.68940899240214,177.04103346758
127.8399719463024,-1.395278867007051,-19.27913289665318,175.6649840897897
131.8256738556407,-1.445722121695417,-19.87297667896102,174.3068451032386
135.9356390878526,-1.494373281903141,-20.468361005278,172.9848594236524
140.173741834677,-1.545191240496616,-21.06288671647346,171.6900729901398
144.5439770745927,-1.595378827739221,-21.66711619226627,170.3910399280163
149.0504643386196,-1.641954952141178,-22.27623432465582,169.1345163648495
153.6974515935272,-1.691691914089771,-22.88840584652846,167.8865005019387
158.4893192461113,-1.742106427243054,-23.50135336012437,166.685227335331
163.4305842723138,-1.793013666116184,-24.11607349330024,165.5287543647085
168.5259044750751,-1.841191706540259,-24.74217203239301,164.3439086207145
173.7800828749375,-1.889956241774602,-25.37696832815609,163.2531803814615
179.1980722375334,-1.939868820189375,-26.01255254598194,162.1970372685439
184.7849797422291,-1.98786464089739,-26.66011458290158,161.1152699645378
190.5460717963248,-2.031158971624303,-27.29634970292692,160.1002323186592
196.4867789993467,-2.075610929663469,-27.94006389997298,159.1509684460209
202.6127012621143,-2.11941767477372,-28.60509026213228,158.2223475671029
208.929613085404,-2.168890778137062,-29.24136537984762,157.357930402859
215.4434690031883,-2.208689696011531,-29.89866188968553,156.5404250473565
222.1604091955812,-2.259181228057038,-30.55719982223443,155.7245387078709
229.0867652767774,-2.305810641297085,-31.23811894964854,154.9535883127892
236.2290662634462,-2.341820690989419,-31.89201617272985,154.2579343123112
243.5940447292027,-2.388500227974975,-32.56105461915367,153.5878420714822
251.1886431509579,-2.415548088123006,-33.22478487371855,152.9710375165454
259.0200204531324,-2.448266228286759,-33.89766256089862,152.3698976994345
267.0955587558985,-2.49337234898197,-34.5581575276765,151.818443401181
275.4228703338166,-2.540087221543381,-35.21633342228058,151.299552801469
284.0098047914215,-2.545023161683005,-35.88749154235571,150.8570083073483
292.8644564625235,-2.562051984063255,-36.55417471113449,150.3057891978497
301.9951720402016,-2.582220385972878,-37.21945768066058,149.9968336266542
311.410558444676,-2.603431143389725,-37.90114609019784,149.4326547186125
321.1194909364822,-2.645155367694916,-38.54349187787552,149.0407500907548
331.1311214825911,-2.671486181278468,-39.21687753500289,148.8428134007765
341.4548873833603,-2.688268431964666,-39.8996216596757,148.6241744090738
352.1005201684519,-2.720288716563708,-40.58531503099413,148.4264597786429
363.0780547701014,-2.740858357316427,-41.29179024195081,147.9411030429244
374.3978389823811,-2.74798323861839,-42.00548362604137,147.7068069672406
386.0705432153813,-2.740982695996572,-42.73781664985559,147.7554331962966
398.1071705534973,-2.747332039145959,-43.48354560227445,147.1182851189783
410.5190671273078,-2.771415512755003,-44.20701681696633,147.1726969992237
423.3179328088209,-2.806926420186025,-44.89657852383565,147.3371806474146
436.5158322401659,-2.820203167455939,-45.59563032828044,147.2076677206509
450.1252062061337,-2.840083453428139,-46.25688400705929,147.3577577210608
464.158883361278,-2.849319785620744,-47.01877941273388,147.0899227714493
478.6300923226382,-2.848791616573653,-47.70476704571409,147.1054298585526
493.5524741394807,-2.872537551813251,-48.53348380848104,147.5774600543606
508.9400951518091,-2.892596971082907,-49.17411987516388,147.5685041854985
524.8074602497726,-2.905742778166758,-49.87546200679631,147.8338414431704
541.1695265464638,-2.925006729898245,-50.70882262238354,148.0433550725882
558.0417174769964,-2.992114260007789,-51.42050917010244,148.2110952752752
575.4399373371569,-3.009470456799265,-52.01276230119508,148.8763961385221
593.380586275328,-3.035774660366044,-52.71038915239251,148.7692178716365
611.8805757518219,-3.043595021181583,-53.32078973397551,150.8934020023428
630.9573444801933,-3.048357870971906,-54.09212051274002,150.7724810744355
650.628874865557,-3.055205188277496,-54.66898276528232,150.5283308890859
670.9137099554113,-3.053930956395253,-55.51867722241965,152.1073253852684
691.8309709189366,-3.05646756870747,-56.17808158432997,151.3848907272919
713.4003750712561,-3.073959449101761,-56.93373210529514,152.2622499581786
735.6422544596413,-3.089020344907062,-57.25428652459699,154.0815334994795
758.5775750291835,-3.082705382170055,-58.17802171507579,153.6462127448036
782.2279563860025,-3.082929559623193,-58.9113078276703,157.0506168034406
806.6156921766136,-3.08618935062805,-59.40710374750762,154.8510514169192
831.7637711026708,-3.107710123891841,-60.34312309499497,156.3824589629785
857.6958985908941,-3.106762076089911,-60.85262222307399,159.9545856305792
884.4365191385999,-3.106300148053504,-61.35607639688939,161.2964650448064
912.0108393559096,-3.11249955888649,-63.04514893974995,159.3675813151126
940.4448517263519,-3.10745619290704,-62.9653836520589,161.6095543759377
969.7653591082491,-3.076617877909058,-64.50131389073783,164.5610570261037
1000,-3.04481989788402,-64.72832373237091,165.7054121475808
